#0
fun, crew, great, lot, place, people, get, go, fuck, little, friendly, pretty, want, amazing, thing, couple, wait, surface, work, day, way, hour, try, know, need, right, busy, especially, ask, good, come, service, have, night, sit, like, food, fluffiness, review, parties, stop, high, free, carelessness, location, add, meal, new, customer, buy, area, tuesday, guy, road, money, saturday, flour, maybe, door, save, chicken, vegas, screw, live, star, beef, lucky, tequila, group, wish, flat, important, major, extra, fajitas, limo, chip, atmosphere, help, yesterday, half, today, friday, ride, taco, street, stand, correct, entrance, easy, husband, phone, lazy, nachos, bachelor, birthday, tire, hire, best, strip
mad, lamp, conclusion, smother, working, biggie, emphasis, forte, chambers, sit, tighten, mish, can, garb, way, work, come, nacks, wait, day, sure, tell, definitely, nice, call, visit, table, order, like, choose, good, food, time, bring, probably, menu, try, see, amazing, place, service, great, go, large, eat, finish, far, bit, run, quality, think, hour, depo, little, warm, happen, price, house, thing, take, meal, taste, late, salad, friendly, cheese, start, chicken, pretty, reason, mix, yes, know, cheesy, plan, decor, choice, sweet, finally, point, afternoon, usually, star, special, complaint, lunch, minute, decide, give, happy, new, reasonable, arrive, half, assorted, helpful, staff, care, rest, ginger

#748
claim, access, advise, period, weekday, confused, cleaner, overhear, capable, fort, can, southeast, try, sit, need, hour, see, pay, visit, pretty, staff, bit, start, look, overstuffed, have, get, elaborately, price, like, think, conversationalist, want, wait, run, use, turn, head, offer, large, place, delicious, close, order, family, love, list, perfect, bar, pass, restaurant, warm, dry, factory, straight, city, menu, crowd, reasonable, great, help, tell, warmly, sketchy, room, loud, coat, morning, kiosk, taste, item, super, greet, establishment, honest, ga, process, cool, shopping, feeling, fellow, sauce, center, compliment, happen, flavorful, yelp, authenticity, evening, diner, steam, pickup, speak, deal, u, cheerful, homemade, payment, cleaning, quail

#749
base, review, visit, zone, insanely, sock, carolina, decide, see, enthusiastic, nc, clever, science, illusion, enthusiasm, think, try, harvest, end, friend, napa, take, look, get, want, delicous, thing, way, recommend, pretty, bit, like, definitely, long, busy, delicious, good, let, ogle, restaurant, know, time, suitably, serve, place, walk, eek, home, jab, finally, make, nice, little, away, year, high, ask, great, feel, work, hot, service, town, highly, quality, howie, love, close, come, offer, turn, menu, perfect, remember, can, go, wish, sure, maybe, short, food, outside, large, chair, special, entrée, impressed, center, greet, super, table, meal, extremely, taste, search, type, vegas, tiffany, uncomfortable, sit

#750
pizza, good, crust, great, like, example, love, want, little, definitely, come, staff, friendly, sauce, sure, thing, enjoy, margherita, home, different, rome, clean, need, ask, restaurant, feel, customer, clove, have, add, new, inside, instead, mention, spot, goodness, outside, set, ingredient, fantastic, garlic, cook, show, helpful, leftover, easily, welcome, goodbye, answer, container, common, question, soda, fast, takeout, personally, machine, chipotle, patient, artichoke, hardworking, mince, considerate, dog, say, location, review, bathrooms, equipment, disgust, health, nice, matter, gym, slobber, think, department, trainer, use, mess, blood, nasty, bad, look, laugh, member, personal, taisting, gua, magnifier, unpredictability, fatouche, pocketsizedelle, spammed, basalmic, whaaaaa, advisability, pannini, teaspresso, aquired

#751
hubby, fountain, ribeye, ratio, accent, gesture, tableside, chit, love, pave, dinner, little, couple, drink, start, table, enjoy, get, long, different, bad, delicious, think, come, visit, walk, want, good, nice, yukon, friend, bring, let, time, small, like, right, night, hear, thing, pay, say, leave, wish, order, know, hour, home, free, away, large, water, kind, try, location, vegas, strip, watch, man, selection, minute, friendly, lot, look, way, tasty, hot, cook, employee, favorite, tell, reason, chat, center, old, shop, entire, girl, surprised, drive, save, interior, entertainment, perfectly, money, chewy, type, total, bathroom, locate, respectful, store, slice, work, bit, sell, stay, date, particularly, duck

#752
pastry, overpriced, creme, brulee, good, like, bad, place, know, thing, great, recommend, look, go, get, experience, taste, time, let, stay, people, vegas, work, cake, come, flan, week, dry, money, perfectly, atmosphere, cream, update, previous, continue, fine, clean, horrible, las, currently, turn, waste, job, clothes, concern, tv, hopefully, occasionally, wifi, quiet, cable, cleaning, suites, safe, maintained, siegel, ask, press, reviewer, properly, visit, foot, deal, mention, rex, yelp, strip, sip, massage, ahhhhh, town, hr, middle, soak, thanks, bliss, tea, accommodating, discount, glass, generosity, napoletana, pizzeria, rush, pomo, reasonable, food, walk, tasty, limoncello, professional, nice, large, roast, run, vegetable, dessert, company, thank, wine

#753
char, marquee, jesse, visual, efficiently, fraiche, table, friend, arctic, tact, make, proponent, pushiness, come, drink, get, experience, see, know, small, perfectly, time, share, people, wait, order, serve, staff, wish, dinner, hot, good, great, bring, amazing, cook, spend, finally, tasty, service, look, place, flavor, area, leave, definitely, watch, try, steak, floor, minute, cool, bartender, sit, room, start, fish, give, love, meal, chef, shot, meat, cut, colleague, fresh, nice, pleasant, bar, piece, maybe, able, vegas, bad, little, enjoy, present, seat, night, grab, pour, different, tell, compare, wine, end, plate, group, go, call, special, touch, inform, server, beef, like, stuff, appetizer, wife, surprised

#754
lock, connect, hose, spotty, ghost, patronage, grumble, service, ignition, shoestring, need, endorsement, komol, couple, angels, place, dammit, make, yankees, get, try, recommend, long, ask, want, day, call, give, sox, close, thing, pretty, woe, time, let, work, look, right, come, know, decide, go, hour, think, have, great, bad, can, way, door, amazing, food, walk, town, friend, sure, sit, like, say, minute, old, check, run, guy, use, order, good, new, take, bar, night, return, customer, plan, star, actually, see, show, start, nice, different, game, offer, away, family, wait, counter, finally, buy, kind, cool, visit, real, later, seriously, price, tell, short, end, bit

#755
purchase, product, idea, ton, specific, need, work, great, people, staff, love, wait, say, bad, open, feel, call, check, sku, offer, order, store, helpful, shop, item, pull, craft, cashier, begin, register, usually, impatient, lane, taramisu, teardown, fatouche, shet, definalty, cescon, aand, asymmetry, coif, markes, phô, nevarez, recluse, macmedia, payton, bef, arounds, basalmic, hamdulila, picka, dippa, brandie, ramma, pickier, artiste, rly, setiing, mazatlan, pocketsizedelle, schrewd, narai, eq, clobber, totter, bouse, tonopah, trival, quartzsite, chalant, haydee, colposcopy, cuttwood, aquatinis, danmar, foodborne, ayyam, whaaaaa, bates, herbally, teaspresso, pannini, aquired, depthness, loveeeeeee, redkins, clubber, corodisone, kalologie, staffers, laing, mumus, dissappered, soufflet, interrior, correlation, optimize, toyama

#756
spice, fairly, flavour, g, relative, decent, right, food, friend, come, enjoy, visit, lot, great, try, dinner, definitely, big, worth, good, place, like, feel, sit, service, sauce, long, restaurant, delicious, know, probably, amazing, have, recommend, friendly, day, little, time, level, night, large, indian, tasty, kind, town, meat, round, beef, taste, quick, yes, plus, strip, chicken, take, welcome, note, order, fact, group, new, open, husband, lack, experience, perfect, hotel, favourite, city, impressed, greet, thank, addition, free, fancy, item, counter, regular, cuisine, obviously, eat, saturday, second, chop, shwarma, soda, people, entrance, fixing, small, cheese, wine, establishment, shop, mouth, marble, corn, guard, give, year

#757
prime, pleased, invite, pint, hi, smokey, gripe, friend, come, big, drama, definitely, service, week, attentiveness, great, place, know, let, free, cool, plate, slice, twice, birthday, pricing, crowd, cold, wow, price, bad, tolerable, close, food, bit, good, end, buck, selection, lot, overall, parking, reasonable, bo, bang, glad, min, pho, poppin, try, wait, pull, hue, thanh, bun, viet, chicken, order, time, soon, mac, thanks, point, mini, hawaiian, favorite, show, helpful, spot, return, normally, explain, yum, small, teriyaki, appetite, recommend, eat, family, nice, salad, get, katsu, employee, extremely, menu, taisting, pinochle, carle, salsitas, coverd, prailine, advisability, twistingly, magnifier, spammed, unpredictability, nicolette, loveeeeeee, lieberman

#758
knowledgeable, courteous, master, humor, definitely, recommend, great, good, skilled, feel, chiropractor, service, right, love, finely, time, can, mississippi, like, come, big, price, delicious, chimis, little, place, pretty, mean, highly, add, sense, go, sweet, hot, location, kind, turn, area, look, run, sauce, food, small, favorite, mini, plan, craft, restaurant, extra, strip, selection, chain, exactly, black, offer, wo, doctor, mall, spicy, tea, coffee, weird, professional, west, depend, usual, wrong, iced, friendly, chip, thing, downtown, cook, thai, ok, meat, alley, chicken, pick, shrimp, serve, consider, tip, poor, tune, lady, grill, enjoy, save, saturday, hide, charge, strickland, dish, strawberry, green, gem, course, charlotte, bar

#759
stuff, know, last, tongue, smoky, ikea, like, can, outing, ben, memorabilia, fil, capacity, good, people, week, go, long, tell, visit, goddamn, friend, decide, especially, bad, come, love, babaganoush, stop, tiresome, ask, start, food, have, eat, wish, restaurant, location, close, service, new, bring, take, chick, remember, point, table, strip, cool, fun, chicken, forget, beef, choice, minute, server, decent, falcon, near, old, starve, yummy, nearly, longer, drive, sorry, ready, locate, change, pilot, little, lunch, matter, mall, drink, seriously, field, baba, shawarma, issue, window, forever, hummus, spice, care, hear, al, refill, ambiance, hana, john, simply, pack, hungry, detail, decade, fly, reflect, freeway, toddler

#760
shin, fade, maze, ooze, kohl, realistic, tame, chanel, studios, playlist, mindful, artistry, year, expect, shui, end, gatorade, sure, feng, wondeful, unimportant, phenix, clean, like, time, make, look, away, thing, walk, see, little, good, definitely, experience, open, different, worth, include, person, want, inside, get, work, bring, great, know, huge, point, new, place, go, small, take, feel, area, barber, maybe, choose, price, right, restaurant, mention, past, big, think, long, space, cut, shop, leave, forget, line, location, music, street, aesthetic, try, high, basically, serve, studio, bite, recommend, large, food, old, personality, customer, put, talent, locate, hair, ability, single, brand, week, extremely, stop, tip

#761
chris, passionate, ruth, revamp, gar, thing, way, good, place, high, great, go, service, favorite, food, come, base, love, close, year, try, staff, like, party, fall, new, delicious, ask, check, der, und, chef, make, sushi, eat, nicht, private, happen, different, amazing, spot, sie, roll, bei, nach, atmosphere, door, ging, club, happy, filet, wir, ein, server, oh, die, special, tell, dinner, waitress, drop, appetizer, auf, um, be, dass, fresh, da, steak, right, create, petit, cost, counter, von, accident, order, owner, noch, brunch, horrible, zu, mit, zwei, summerlin, eine, möglich, allow, bunch, uns, lucky, ist, meatball, early, terrible, gross, week, absolutely, sich, sit

#762
yum, martini, love, try, hover, dinner, daniel, wait, can, kiwi, need, great, know, ripoff, little, way, place, menu, thing, mandy, long, come, let, time, price, go, lemondrop, good, walk, say, friendly, day, small, stay, close, night, use, food, get, hope, high, choice, money, take, group, return, girl, spot, cook, neighborhood, include, wine, stick, floor, live, venture, door, gem, greet, wrong, lunch, spicy, enjoyable, meal, perfection, service, tip, call, sister, real, special, turn, roll, ready, care, card, purchase, sunday, hostess, set, credit, bone, item, salad, portion, minimum, compare, strawberry, rice, satisfy, mood, ribeye, reasonable, waiter, accept, lobster, chicken, cash, henderson, pay

#763
judge, pic, volume, profile, toddler, know, mop, take, let, can, ask, go, bad, people, friend, tell, review, table, week, come, bring, stop, food, hear, love, have, service, drink, recommend, wish, server, point, highly, care, forget, minute, forever, cut, refill, starve, issue, john, start, fun, longer, lunch, pack, write, near, dad, ready, hill, hungry, decade, salon, crab, simply, puff, noodle, chick, fil, youfit, aware, business, company, unconcerned, new, gym, transfer, contract, absorb, member, liberty, rip, school, withdraw, send, smelly, guest, consider, annual, fee, likely, alma, honor, privilege, inform, farther, close, notice, location, fit, membership, dirty, dippa, picka, herbally, correlation, hamdulila, asymmetry
